conversation_id,turn_id,role,audio_file,text
8,7,caller,22_schedule_consultation.mp3,[Offer to schedule a detailed consultation]
8,8,customer,,"Yes, please."
8,9,caller,13_thanks_for_joining.mp3,[Thank them for joining]
9,1,caller,01_greeting.mp3,[Greeting and introduction]
9,2,customer,,Hello.
9,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
9,4,customer,,What's the current market situation?
9,5,caller,19_market_update.mp3,[Brief current market update to spark interest]
9,6,customer,,That's interesting.
9,7,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
9,8,customer,,"Yes, I do."
9,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
9,10,customer,,I'd like to join.
9,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
9,12,customer,,I'm 42 years old.
9,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
10,1,caller,01_greeting.mp3,[Greeting and introduction]
10,2,customer,,Hello.
10,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
10,4,customer,,I'm looking for some investment advice.
10,5,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
10,6,customer,,"Yes, I do."
10,7,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
10,8,customer,,I'm interested.
10,9,caller,10_show_interest.mp3,"[If interested, provide number to join]"
10,10,customer,,I'm 35 years old.
10,11,caller,13_thanks_for_joining.mp3,[Thank them for joining]
11,1,caller,01_greeting.mp3,[Greeting and introduction]
11,2,customer,,Hello.
11,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
11,4,customer,,"Okay, I'm listening."
11,5,caller,08_investment_experience.mp3,[Ask about their investment experience]
11,6,customer,,I'm a beginner.
11,7,caller,06b_stock_education.mp3,[Offer to explain benefits]
11,8,customer,,I'm interested.
11,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
11,10,customer,,I'd like to join.
11,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
11,12,customer,,I'm 25 years old.
11,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
12,1,caller,01_greeting.mp3,[Greeting and introduction]
12,2,customer,,Hello.
12,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
12,4,customer,,"Before I proceed, can you tell me about the risks involved?"
12,5,caller,20_compliance_disclaimer.mp3,[Brief compliance statement about investment risks]
12,6,customer,,"Okay, I understand."
12,7,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
12,8,customer,,"Yes, I do."
12,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
12,10,customer,,I'd like to join.
12,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
12,12,customer,,I'm 58 years old.
12,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
13,1,caller,01_greeting.mp3,[Greeting and introduction]
13,2,customer,,Hello.
13,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
13,4,customer,,"Okay, I'm listening."
13,5,caller,04_company_intro.mp3,[Brief company introduction]
13,6,customer,,Sounds interesting.
13,7,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
13,8,customer,,"Yes, I do."
13,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
13,10,customer,,I'm interested.
13,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
13,12,customer,,I'm 48 years old.
13,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
13,14,caller,21_feedback_request.mp3,[Ask for feedback on the call]
13,15,customer,,It was informative.
13,16,caller,19_end_call.mp3,[Polite call ending]
14,1,caller,01_greeting.mp3,[Greeting and introduction]
14,2,customer,,Hello.
14,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
14,4,customer,,"Okay, I'm listening."
14,5,caller,04_company_intro.mp3,[Brief company introduction]
14,6,customer,,Can you tell me more about the WhatsApp group?
14,7,caller,08_whatsapp_benefits.mp3,[Explain benefits of joining the WhatsApp group]
14,8,customer,,I'm interested.
14,9,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
14,10,customer,,"Yes, I do."
14,11,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
14,12,customer,,I'd like to join.
14,13,caller,10_show_interest.mp3,"[If interested, provide number to join]"
14,14,customer,,I'm 32 years old.
14,15,caller,13_thanks_for_joining.mp3,[Thank them for joining]
15,1,caller,01_greeting.mp3,[Greeting and introduction]
15,2,customer,,Hello.
15,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
15,4,customer,,"Okay, I'm listening."
15,5,caller,04_company_intro.mp3,[Brief company introduction]
15,6,customer,,Can you tell me more about the stock market opportunities?
15,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
15,8,customer,,I'm interested.
15,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
15,10,customer,,I'd like to join.
15,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
15,12,customer,,I'm 45 years old.
15,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
16,1,caller,01_greeting.mp3,[Greeting and introduction]
16,2,customer,,Hello.
16,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
16,4,customer,,"Okay, I'm listening."
16,5,caller,04_company_intro.mp3,[Brief company introduction]
16,6,customer,,Can you tell me more about your company?
16,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
16,8,customer,,I'm interested.
16,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
16,10,customer,,I'd like to join.
16,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
16,12,customer,,I'm 38 years old.
16,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
17,1,caller,01_greeting.mp3,[Greeting and introduction]
17,2,customer,,Hello.
17,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
17,4,customer,,"Okay, I'm listening."
17,5,caller,04_company_intro.mp3,[Brief company introduction]
17,6,customer,,Can you tell me more about the benefits of joining the WhatsApp group?
17,7,caller,08_whatsapp_benefits.mp3,[Explain benefits of joining the WhatsApp group]
17,8,customer,,I'm interested.
17,9,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
17,10,customer,,"Yes, I do."
17,11,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
17,12,customer,,I'd like to join.
17,13,caller,10_show_interest.mp3,"[If interested, provide number to join]"
17,14,customer,,I'm 55 years old.
17,15,caller,13_thanks_for_joining.mp3,[Thank them for joining]
18,1,caller,01_greeting.mp3,[Greeting and introduction]
18,2,customer,,Hello.
18,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
18,4,customer,,"Okay, I'm listening."
18,5,caller,04_company_intro.mp3,[Brief company introduction]
18,6,customer,,Can you tell me more about the investment goals you mentioned?
18,7,caller,12_gather_info.mp3,"[Ask for basic information like age, investment goals]"
18,8,customer,,I'm interested.
18,9,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
18,10,customer,,"Yes, I do."
18,11,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
18,12,customer,,I'd like to join.
18,13,caller,10_show_interest.mp3,"[If interested, provide number to join]"
18,14,customer,,I'm 40 years old.
18,15,caller,13_thanks_for_joining.mp3,[Thank them for joining]
19,1,caller,01_greeting.mp3,[Greeting and introduction]
19,2,customer,,Hello.
19,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
19,4,customer,,"Okay, I'm listening."
19,5,caller,04_company_intro.mp3,[Brief company introduction]
19,6,customer,,Can you tell me more about the stock market in general?
19,7,caller,06b_stock_education.mp3,[Offer to explain benefits]
19,8,customer,,I'm interested.
19,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
19,10,customer,,I'd like to join.
19,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
19,12,customer,,I'm 35 years old.
19,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
20,1,caller,01_greeting.mp3,[Greeting and introduction]
20,2,customer,,Hello.
20,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
20,4,customer,,"Okay, I'm listening."
20,5,caller,04_company_intro.mp3,[Brief company introduction]
20,6,customer,,Can you tell me more about the market insights you offer?
20,7,caller,08_whatsapp_benefits.mp3,[Explain benefits of joining the WhatsApp group]
20,8,customer,,I'm interested.
20,9,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
20,10,customer,,"Yes, I do."
20,11,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
20,12,customer,,I'd like to join.
20,13,caller,10_show_interest.mp3,"[If interested, provide number to join]"
20,14,customer,,I'm 42 years old.
20,15,caller,13_thanks_for_joining.mp3,[Thank them for joining]
21,1,caller,01_greeting.mp3,[Greeting and introduction]
21,2,customer,,Hello.
21,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
21,4,customer,,"Okay, I'm listening."
21,5,caller,04_company_intro.mp3,[Brief company introduction]
21,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
21,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
21,8,customer,,I'm interested.
21,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
21,10,customer,,I'd like to join.
21,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
21,12,customer,,I'm 30 years old.
21,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
22,1,caller,01_greeting.mp3,[Greeting and introduction]
22,2,customer,,Hello.
22,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
22,4,customer,,"Okay, I'm listening."
22,5,caller,04_company_intro.mp3,[Brief company introduction]
22,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
22,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
22,8,customer,,I'm interested.
22,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
22,10,customer,,I'd like to join.
22,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
22,12,customer,,I'm 45 years old.
22,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
23,1,caller,01_greeting.mp3,[Greeting and introduction]
23,2,customer,,Hello.
23,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
23,4,customer,,"Okay, I'm listening."
23,5,caller,04_company_intro.mp3,[Brief company introduction]
23,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
23,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
23,8,customer,,I'm interested.
23,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
23,10,customer,,I'd like to join.
23,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
23,12,customer,,I'm 38 years old.
23,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
24,1,caller,01_greeting.mp3,[Greeting and introduction]
24,2,customer,,Hello.
24,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
24,4,customer,,"Okay, I'm listening."
24,5,caller,04_company_intro.mp3,[Brief company introduction]
24,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
24,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
24,8,customer,,I'm interested.
24,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
24,10,customer,,I'd like to join.
24,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
24,12,customer,,I'm 55 years old.
24,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
25,1,caller,01_greeting.mp3,[Greeting and introduction]
25,2,customer,,Hello.
25,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
25,4,customer,,"Okay, I'm listening."
25,5,caller,04_company_intro.mp3,[Brief company introduction]
25,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
25,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
25,8,customer,,I'm interested.
25,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
25,10,customer,,I'd like to join.
25,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
25,12,customer,,I'm 40 years old.
25,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
26,1,caller,01_greeting.mp3,[Greeting and introduction]
26,2,customer,,Hello.
26,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
26,4,customer,,"Okay, I'm listening."
26,5,caller,04_company_intro.mp3,[Brief company introduction]
26,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
26,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
26,8,customer,,I'm interested.
26,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
26,10,customer,,I'd like to join.
26,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
26,12,customer,,I'm 35 years old.
26,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
27,1,caller,01_greeting.mp3,[Greeting and introduction]
27,2,customer,,Hello.
27,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
27,4,customer,,"Okay, I'm listening."
27,5,caller,04_company_intro.mp3,[Brief company introduction]
27,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
27,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
27,8,customer,,I'm interested.
27,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
27,10,customer,,I'd like to join.
27,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
27,12,customer,,I'm 42 years old.
27,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
28,1,caller,01_greeting.mp3,[Greeting and introduction]
28,2,customer,,Hello.
28,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
28,4,customer,,"Okay, I'm listening."
28,5,caller,04_company_intro.mp3,[Brief company introduction]
28,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
28,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
28,8,customer,,I'm interested.
28,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
28,10,customer,,I'd like to join.
28,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
28,12,customer,,I'm 30 years old.
28,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
29,1,caller,01_greeting.mp3,[Greeting and introduction]
29,2,customer,,Hello.
29,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
29,4,customer,,"Okay, I'm listening."
29,5,caller,04_company_intro.mp3,[Brief company introduction]
29,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
29,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
29,8,customer,,I'm interested.
29,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
29,10,customer,,I'd like to join.
29,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
29,12,customer,,I'm 45 years old.
29,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
30,1,caller,01_greeting.mp3,[Greeting and introduction]
30,2,customer,,Hello.
30,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
30,4,customer,,"Okay, I'm listening."
30,5,caller,04_company_intro.mp3,[Brief company introduction]
30,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
30,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
30,8,customer,,I'm interested.
30,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
30,10,customer,,I'd like to join.
30,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
30,12,customer,,I'm 38 years old.
30,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
31,1,caller,01_greeting.mp3,[Greeting and introduction]
31,2,customer,,Hello.
31,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
31,4,customer,,"Okay, I'm listening."
31,5,caller,04_company_intro.mp3,[Brief company introduction]
31,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
31,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
31,8,customer,,I'm interested.
31,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
31,10,customer,,I'd like to join.
31,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
31,12,customer,,I'm 55 years old.
31,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
32,1,caller,01_greeting.mp3,[Greeting and introduction]
32,2,customer,,Hello.
32,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
32,4,customer,,"Okay, I'm listening."
32,5,caller,04_company_intro.mp3,[Brief company introduction]
32,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
32,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
32,8,customer,,I'm interested.
32,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
32,10,customer,,I'd like to join.
32,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
32,12,customer,,I'm 40 years old.
32,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
33,1,caller,01_greeting.mp3,[Greeting and introduction]
33,2,customer,,Hello.
33,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
33,4,customer,,"Okay, I'm listening."
33,5,caller,04_company_intro.mp3,[Brief company introduction]
33,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
33,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
33,8,customer,,I'm interested.
33,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
33,10,customer,,I'd like to join.
33,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
33,12,customer,,I'm 35 years old.
33,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
34,1,caller,01_greeting.mp3,[Greeting and introduction]
34,2,customer,,Hello.
34,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
34,4,customer,,"Okay, I'm listening."
34,5,caller,04_company_intro.mp3,[Brief company introduction]
34,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
34,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
34,8,customer,,I'm interested.
34,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
34,10,customer,,I'd like to join.
34,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
34,12,customer,,I'm 42 years old.
34,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
35,1,caller,01_greeting.mp3,[Greeting and introduction]
35,2,customer,,Hello.
35,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
35,4,customer,,"Okay, I'm listening."
35,5,caller,04_company_intro.mp3,[Brief company introduction]
35,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
35,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
35,8,customer,,I'm interested.
35,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
35,10,customer,,I'd like to join.
35,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
35,12,customer,,I'm 30 years old.
35,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
36,1,caller,01_greeting.mp3,[Greeting and introduction]
36,2,customer,,Hello.
36,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
36,4,customer,,"Okay, I'm listening."
36,5,caller,04_company_intro.mp3,[Brief company introduction]
36,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
36,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
36,8,customer,,I'm interested.
36,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
36,10,customer,,I'd like to join.
36,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
36,12,customer,,I'm 45 years old.
36,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
37,1,caller,01_greeting.mp3,[Greeting and introduction]
37,2,customer,,Hello.
37,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
37,4,customer,,"Okay, I'm listening."
37,5,caller,04_company_intro.mp3,[Brief company introduction]
37,6,customer,,Can you tell me more about the stock market opportunities you mentioned?
37,7,caller,06a_stock_interest.mp3,"[If they follow stocks, express enthusiasm and offer more info]"
37,8,customer,,I'm interested.
37,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
37,10,customer,,I'd like to join.
37,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
37,12,customer,,I'm 38 years old.
37,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
38,1,caller,01_greeting.mp3,[Greeting and introduction]
38,2,customer,,Hello.
38,3,caller,02_reason_for_call.mp,
4,1,caller,01_greeting.mp3,[Greeting and introduction]
4,2,customer,,Hello?
4,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
4,4,customer,,I can't hear you clearly.
4,5,caller,14_cant_hear_clearly.mp3,[Ask if they can hear now]
4,6,customer,,It's still fuzzy.
4,7,caller,15_now_hear.mp3,[Confirm they can hear and continue]
4,8,customer,,"Yes, a little better."
4,9,caller,04_company_intro.mp3,[Brief company introduction]
4,10,customer,,"Okay, go on."
4,11,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
4,12,customer,,"Yes, I do."
4,13,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
4,14,customer,,Sounds interesting. What's the number?
4,15,caller,10_show_interest.mp3,"[If interested, provide number to join]"
4,16,customer,,I'm 52 years old.
4,17,caller,13_thanks_for_joining.mp3,[Thank them for joining]
5,1,caller,01_greeting.mp3,[Greeting and introduction]
5,2,customer,,Hello.
5,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
5,4,customer,,How did you get my number?
5,5,caller,16_how_contacted.mp3,[Explain how we got their contact information]
5,6,customer,,"Okay, but I'm not sure about this."
5,7,caller,17_not_robot.mp3,[Clarify it's a real person (Zaid) calling]
5,8,customer,,"Oh, okay."
5,9,caller,18_who_speaking.mp3,[Introduce Zaid and ask if they want to know more]
5,10,customer,,"Yes, tell me more."
5,11,caller,04_company_intro.mp3,[Brief company introduction]
5,12,customer,,"Alright, I'm listening."
5,13,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
5,14,customer,,"Yes, I do."
5,15,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
5,16,customer,,I'm interested. What's the number?
5,17,caller,10_show_interest.mp3,"[If interested, provide number to join]"
5,18,customer,,I'm 60 years old.
5,19,caller,13_thanks_for_joining.mp3,[Thank them for joining]
6,1,caller,01_greeting.mp3,[Greeting and introduction]
6,2,customer,,Hello.
6,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
6,4,customer,,"Okay, I'm listening."
6,5,caller,04_company_intro.mp3,[Brief company introduction]
6,6,customer,,What kind of investment options do you offer?
6,7,caller,20_investment_options.mp3,[Overview of investment options offered]
6,8,customer,,I'm interested in learning more.
6,9,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
6,10,customer,,"Yes, I do."
6,11,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
6,12,customer,,I'd like to join. What's the number?
6,13,caller,10_show_interest.mp3,"[If interested, provide number to join]"
6,14,customer,,I'm 42 years old.
6,15,caller,13_thanks_for_joining.mp3,[Thank them for joining]
7,1,caller,01_greeting.mp3,[Greeting and introduction]
7,2,customer,,Hello.
7,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
7,4,customer,,I'm interested.
7,5,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
7,6,customer,,"Yes, I do."
7,7,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
7,8,customer,,What's the number?
7,9,caller,10_show_interest.mp3,"[If interested, provide number to join]"
7,10,customer,,I'm 30 years old.
7,11,caller,13_thanks_for_joining.mp3,[Thank them for joining]
8,1,caller,01_greeting.mp3,[Greeting and introduction]
8,2,customer,,Hello.
8,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
8,4,customer,,"I'm interested, but I have some questions."
8,5,caller,21_customer_questions.mp3,[Invite customer to ask any questions]
8,6,customer,,"Okay, I'd like to schedule a consultation."
8,7,caller,22_schedule_consultation.mp3,[Offer to schedule a detailed consultation]
8,8,customer,,"Yes, please."
8,9,caller,13_thanks_for_joining.mp3,[Thank them for joining]
9,1,caller,01_greeting.mp3,[Greeting and introduction]
9,2,customer,,Hello.
9,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
9,4,customer,,"Thank you, but I'm not interested."
9,5,caller,12_not_interested.mp3,[Polite response if not interested]
10,1,caller,01_greeting.mp3,[Greeting and introduction]
10,2,customer,,Hello.
10,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
10,4,customer,,"I'm interested, but can you tell me more about the market right now?"
10,5,caller,19_market_update.mp3,[Brief current market update to spark interest]
10,6,customer,,"Okay, I'm interested."
10,7,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
10,8,customer,,"Yes, I do."
10,9,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
10,10,customer,,What's the number?
10,11,caller,10_show_interest.mp3,"[If interested, provide number to join]"
10,12,customer,,I'm 55 years old.
10,13,caller,13_thanks_for_joining.mp3,[Thank them for joining]
4,1,caller,01_greeting.mp3,[Greeting and introduction]
4,2,customer,,Hello?
4,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
4,4,customer,,I can't hear you very well.
4,5,caller,14_cant_hear_clearly.mp3,[Ask if they can hear now]
4,6,customer,,It's still fuzzy.
4,7,caller,14_cant_hear_clearly.mp3,[Ask if they can hear now]
4,8,customer,,"Okay, I can hear you now."
4,9,caller,15_now_hear.mp3,[Confirm they can hear and continue]
4,10,customer,,"Okay, go on."
4,11,caller,04_company_intro.mp3,[Brief company introduction]
4,12,customer,,Sounds interesting.
4,13,caller,05_follow_stocks.mp3,[Ask if they follow stocks]
4,14,customer,,"Yes, I do."
4,15,caller,07_join_whatsapp.mp3,[Invite to join WhatsApp group for market insights]
4,16,customer,,"Sure, I'm interested."
4,17,caller,10_show_interest.mp3,"[If interested, provide number to join]"
4,18,customer,,I'm 52 years old.
4,19,caller,13_thanks_for_joining.mp3,[Thank them for joining]
5,1,caller,01_greeting.mp3,[Greeting and introduction]
5,2,customer,,Hello.
5,3,caller,02_reason_for_call.mp3,"[Explain it's about stock market opportunities, ask for 27 seconds]"
5,4,customer,,How did you get my number?
5,5,caller,16_how_contacted.mp3,[Explain how we got their contact information]
5,6,customer,,"Okay, but I'm not sure about this."
5,7,caller,04_company_intro.mp3,[Brief company introduction]
5,8,customer,,Is this a robot?
5,9,caller,17_not_robot.mp3,[Clarify it's a real person (Zaid) calling]
